[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 958 | Tension: 0.999770
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 752 | Tension: 0.999532
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 988 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 766 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1089 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 696 | Tension: 0.999613
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2057 | Tension: 1.000289
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2073 | Tension: 0.999671
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1152 | Tension: 1.000052
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 712 | Tension: 0.999854
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1124 | Tension: 1.001123
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1680 | Tension: 1.000407
[!] AVALANCHE in head | Flips: 10176 | Tension: 0.996538
Step 75 | Loss: 5.1125 | TPS: 5430.52 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.88 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1579 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1436 | Tension: 0.998780
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 733 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 605 | Tension: 0.999398
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 741 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 694 | Tension: 0.999521
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1016 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 906 | Tension: 0.999349
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 856 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 680 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 917 | Tension: 0.999839
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 622 | Tension: 0.999520
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 835 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 615 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 972 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 658 | Tension: 0.999531
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1026 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 835 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1046 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 755 | Tension: 0.999614
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2009 | Tension: 1.000292
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2058 | Tension: 0.999672
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1248 | Tension: 1.000053
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 799 | Tension: 0.999855
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1151 | Tension: 1.001126
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1749 | Tension: 1.000409
[!] AVALANCHE in head | Flips: 10026 | Tension: 0.996538
Step 76 | Loss: 5.4801 | TPS: 5436.57 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.88 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1650 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1444 | Tension: 0.998776
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 724 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 570 | Tension: 0.999398
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 687 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 649 | Tension: 0.999520
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 971 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 899 | Tension: 0.999348
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 885 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 702 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 837 | Tension: 0.999838
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 571 | Tension: 0.999520
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 860 | Tension: 0.999759
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 625 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 964 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 627 | Tension: 0.999531
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 981 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 735 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1092 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 738 | Tension: 0.999614
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 1966 | Tension: 1.000294
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2101 | Tension: 0.999673
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1226 | Tension: 1.000055
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 873 | Tension: 0.999856
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1103 | Tension: 1.001128
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1706 | Tension: 1.000410
[!] AVALANCHE in head | Flips: 10196 | Tension: 0.996538
Step 77 | Loss: 5.3014 | TPS: 5467.62 | Flips: 0.0364% | P-Scale: 0.9996 | Anneal: 0.89 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1601 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1442 | Tension: 0.998773
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 684 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 616 | Tension: 0.999398
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 701 | Tension: 0.999902
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 554 | Tension: 0.999520
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1070 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 965 | Tension: 0.999347
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 826 | Tension: 0.999908
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 668 | Tension: 0.999541
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 857 | Tension: 0.999837
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 621 | Tension: 0.999519
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 887 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 622 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 935 | Tension: 0.999772
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 671 | Tension: 0.999531
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 988 | Tension: 0.999817
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 785 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1056 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 769 | Tension: 0.999615
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 1959 | Tension: 1.000296
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2063 | Tension: 0.999674
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1283 | Tension: 1.000056
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 779 | Tension: 0.999858
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1133 | Tension: 1.001131
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1725 | Tension: 1.000412
[!] AVALANCHE in head | Flips: 10364 | Tension: 0.996538
Step 78 | Loss: 5.6593 | TPS: 5478.13 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.89 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1592 | Tension: 0.999333
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1439 | Tension: 0.998769
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 695 | Tension: 0.999882
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 597 | Tension: 0.999397
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 683 | Tension: 0.999902
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 632 | Tension: 0.999519
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 950 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 865 | Tension: 0.999346
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 851 | Tension: 0.999909
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 722 | Tension: 0.999541
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 882 | Tension: 0.999837
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 608 | Tension: 0.999519
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 836 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 718 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 976 | Tension: 0.999773
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 699 | Tension: 0.999532
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 981 | Tension: 0.999817
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 728 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1047 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 752 | Tension: 0.999615
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2073 | Tension: 1.000298
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2044 | Tension: 0.999675
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1202 | Tension: 1.000057
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 782 | Tension: 0.999859
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1060 | Tension: 1.001133
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1748 | Tension: 1.000413
[!] AVALANCHE in head | Flips: 10403 | Tension: 0.996538
Step 79 | Loss: 4.9673 | TPS: 5453.55 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.90 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1559 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1443 | Tension: 0.998765
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 699 | Tension: 0.999882
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 630 | Tension: 0.999396
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 729 | Tension: 0.999903
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 622 | Tension: 0.999518
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1028 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1035 | Tension: 0.999346
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 800 | Tension: 0.999909
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 701 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 910 | Tension: 0.999836
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 651 | Tension: 0.999518
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 862 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 635 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 956 | Tension: 0.999774
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 697 | Tension: 0.999532
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 990 | Tension: 0.999817
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 747 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1030 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 691 | Tension: 0.999615
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2043 | Tension: 1.000300
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2119 | Tension: 0.999676
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1254 | Tension: 1.000057
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 845 | Tension: 0.999860
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1286 | Tension: 1.001135
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1833 | Tension: 1.000415
[!] AVALANCHE in head | Flips: 8652 | Tension: 0.996538
Step 80 | Loss: 5.3835 | TPS: 5474.38 | Flips: 0.0355% | P-Scale: 0.9996 | Anneal: 0.90 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1598 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1462 | Tension: 0.998761
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 710 | Tension: 0.999882
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 655 | Tension: 0.999395
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 719 | Tension: 0.999905
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 691 | Tension: 0.999517
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1072 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 941 | Tension: 0.999345
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 925 | Tension: 0.999910
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 699 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 885 | Tension: 0.999836
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 623 | Tension: 0.999517
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 852 | Tension: 0.999759
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 722 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1047 | Tension: 0.999774
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 730 | Tension: 0.999532
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 973 | Tension: 0.999817
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 774 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1124 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 828 | Tension: 0.999616
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2058 | Tension: 1.000302
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2069 | Tension: 0.999676
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1227 | Tension: 1.000059
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 911 | Tension: 0.999862
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1315 | Tension: 1.001136
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1830 | Tension: 1.000416
[!] AVALANCHE in head | Flips: 9023 | Tension: 0.996537
Step 81 | Loss: 5.1173 | TPS: 5481.17 | Flips: 0.0365% | P-Scale: 0.9996 | Anneal: 0.91 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1568 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1424 | Tension: 0.998756
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 678 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 630 | Tension: 0.999394
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 727 | Tension: 0.999906
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 632 | Tension: 0.999516
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1017 | Tension: 1.000076
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 918 | Tension: 0.999344
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 851 | Tension: 0.999909
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 639 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 820 | Tension: 0.999836
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 628 | Tension: 0.999516
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 907 | Tension: 0.999757
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 649 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 969 | Tension: 0.999775
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 779 | Tension: 0.999531
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1017 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 801 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1085 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 704 | Tension: 0.999616
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2019 | Tension: 1.000305
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2132 | Tension: 0.999678
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1223 | Tension: 1.000060
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 743 | Tension: 0.999864
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1179 | Tension: 1.001138
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1738 | Tension: 1.000419
[!] AVALANCHE in head | Flips: 9891 | Tension: 0.996537
Step 82 | Loss: 5.4230 | TPS: 5464.96 | Flips: 0.0364% | P-Scale: 0.9996 | Anneal: 0.91 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1603 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1433 | Tension: 0.998752
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 742 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 577 | Tension: 0.999393
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 712 | Tension: 0.999908
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 632 | Tension: 0.999516
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 991 | Tension: 1.000076
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 911 | Tension: 0.999344
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 838 | Tension: 0.999908
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 636 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 829 | Tension: 0.999836
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 592 | Tension: 0.999516
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 921 | Tension: 0.999756
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 698 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 983 | Tension: 0.999775
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 684 | Tension: 0.999531
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 946 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 745 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1080 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 757 | Tension: 0.999616
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2154 | Tension: 1.000307
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2121 | Tension: 0.999679
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1206 | Tension: 1.000062
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 784 | Tension: 0.999865
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1167 | Tension: 1.001141
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1766 | Tension: 1.000421
[!] AVALANCHE in head | Flips: 10136 | Tension: 0.996536
Step 83 | Loss: 5.2692 | TPS: 5478.09 | Flips: 0.0367% | P-Scale: 0.9996 | Anneal: 0.92 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1598 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1418 | Tension: 0.998749
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 669 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 578 | Tension: 0.999392
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 703 | Tension: 0.999909
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 636 | Tension: 0.999515
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 957 | Tension: 1.000076
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 896 | Tension: 0.999344
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 916 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 685 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 827 | Tension: 0.999835
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 666 | Tension: 0.999515
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 845 | Tension: 0.999755
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 630 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 979 | Tension: 0.999775
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 679 | Tension: 0.999530
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 969 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 760 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1115 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 762 | Tension: 0.999617
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2079 | Tension: 1.000309
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2125 | Tension: 0.999680
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1095 | Tension: 1.000063
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 732 | Tension: 0.999866
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1049 | Tension: 1.001143
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1726 | Tension: 1.000424
[!] AVALANCHE in head | Flips: 10823 | Tension: 0.996536
Step 84 | Loss: 5.2358 | TPS: 5466.28 | Flips: 0.0369% | P-Scale: 0.9996 | Anneal: 0.92 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1589 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1452 | Tension: 0.998745
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 695 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 580 | Tension: 0.999391
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 689 | Tension: 0.999910
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 570 | Tension: 0.999514
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1001 | Tension: 1.000076
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 969 | Tension: 0.999344
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 816 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 670 | Tension: 0.999542
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 835 | Tension: 0.999835
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 568 | Tension: 0.999515
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 853 | Tension: 0.999753
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 667 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1020 | Tension: 0.999775
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 690 | Tension: 0.999530
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 972 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 727 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1117 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 773 | Tension: 0.999616
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2027 | Tension: 1.000312
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2113 | Tension: 0.999682
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1179 | Tension: 1.000065
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 792 | Tension: 0.999867
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1086 | Tension: 1.001145
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1754 | Tension: 1.000426
[!] AVALANCHE in head | Flips: 9875 | Tension: 0.996536
Step 85 | Loss: 5.1733 | TPS: 5485.24 | Flips: 0.0361% | P-Scale: 0.9996 | Anneal: 0.93 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1615 | Tension: 0.999334
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1442 | Tension: 0.998742
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 699 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 595 | Tension: 0.999390
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 705 | Tension: 0.999911
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 637 | Tension: 0.999513
